Year,Year-Month,Year-Quarter,Township,State/Region,Township pcode,Channel,Indicator Name,Program,Total
2023,2023-02,2023-Q1,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Thanbyuzayat,Mon,MMR011004,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bilin,Mon,MMR011010,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kyaikto,Mon,MMR011009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Mudon,Mon,MMR011005,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Mudon,Mon,MMR011005,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Mudon,Mon,MMR011005,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,3
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Hinthada,Ayeyarwady,MMR017008,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Hinthada,Ayeyarwady,MMR017008,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Hinthada,Ayeyarwady,MMR017008,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Hinthada,Ayeyarwady,MMR017008,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kyaiklat,Ayeyarwady,MMR017025,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kyaiklat,Ayeyarwady,MMR017025,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Maubin,Ayeyarwady,MMR017019,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Maubin,Ayeyarwady,MMR017019,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Maubin,Ayeyarwady,MMR017019,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Maubin,Ayeyarwady,MMR017019,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Mawlamyinegyun,Ayeyarwady,MMR017018,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Mawlamyinegyun,Ayeyarwady,MMR017018,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Mawlamyinegyun,Ayeyarwady,MMR017018,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Myaungmya,Ayeyarwady,MMR017014,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Myaungmya,Ayeyarwady,MMR017014,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Myaungmya,Ayeyarwady,MMR017014,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Myaungmya,Ayeyarwady,MMR017014,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Myaungmya,Ayeyarwady,MMR017014,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,3
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Yegyi,Ayeyarwady,MMR017006,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,5
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Pyapon,Ayeyarwady,MMR017023,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Pyapon,Ayeyarwady,MMR017023,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Yegyi,Ayeyarwady,MMR017006,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Zalun,Ayeyarwady,MMR017009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,5
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Htantabin,Bago (East),MMR007014,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Htantabin,Bago (East),MMR007014,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,2
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Waw,Bago (East),MMR007004,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Gyobingauk,Bago (West),MMR008014,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Padaung,Bago (West),MMR008003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Padaung,Bago (West),MMR008003,SQH,TB cases screened,TB,1
2023,2023-02,2023-Q1,Padaung,Bago (West),MMR008003,SQH,TB cases screened,TB,1
